TextBook ID,TextBook Name,Medium,Grade,Subject,Created On,Last Updated On,Total number of QR codes,Number of QR codes with atleast 1 linked content,Number of QR codes with no linked content,Term 1 QR Codes with no linked content,Term 2 QR Codes with no linked content
do_3129846024137441281163,English Balbharati Standard Eight,English,Class 8,English,2020-03-24,2020-03-24,9,0,9,9,0
