TextBook ID,TextBook Name,Medium,Grade,Subject,Status,Created On,Last Updated On,Total content linked,Total QR codes linked to content,Total number of QR codes with no linked content,Total number of leaf nodes,Number of leaf nodes with no content
do_3129846024137441281163,English Balbharati Standard Eight,English,Class 8,English,Live,2020-03-24,2020-03-24,0,0,9,9,9
