TextBook ID,TextBook Name,Medium,Grade,Subject,Status,Created On,Last Updated On,Total content linked,Total QR codes linked to content,Total number of QR codes with no linked content,Total number of leaf nodes,Number of leaf nodes with no content
do_312981057322713088131,B266_STD_12_BOTANY_EM,English,Class 12,Botany,Live,2020-03-19,2020-03-19,38,42,2,50,2
