TextBook ID,TextBook Name,Medium,Grade,Subject,Created On,Last Updated On,Total number of QR codes,Number of QR codes with atleast 1 linked content,Number of QR codes with no linked content,Term 1 QR Codes with no linked content,Term 2 QR Codes with no linked content
do_312981057322713088131,B266_STD_12_BOTANY_EM,English,Class 12,Botany,2020-03-19,2020-03-19,11,42,2,2,0
