TextBook ID,TextBook Name,Medium,Grade,Subject,Status,Created On,Last Updated On,Total content linked,Total QR codes linked to content,Total number of QR codes with no linked content,Total number of leaf nodes,Number of leaf nodes with no content
do_31298113330674073617,APBSTF BIT BANK,English,Class 10,Biology,Live,2020-03-19,2020-03-20,10,0,0,10,0
